Date & Time Stamp	Mast - 82m Wind Direction Mean	Mast - 80m Wind Speed Mean	Mast - 80m Wind Speed Std Dev	Mast - 64m Wind Speed Mean	Mast - 35.0m Wind Speed Mean	Pressure (mBar)	Relative humidity (%)	Temperature (C)
07/10/2011 12:50	294.1	15.5	2.1	15.32	13.59	990	66.84	11.01
07/10/2011 13:00	291.4	15.7	1.92	15.6	14.19	990	66.55	10.99
07/10/2011 13:10	293.8	16.66	2.01	16.49	14.47	990	65.68	11.08
07/10/2011 13:20	293.7	15.2	2.4	15.11	13.46	990	65.51	11.12
07/10/2011 13:30	294.4	15.43	2.11	15.2	13.45	991	65.52	11.23
07/10/2011 13:40	292	14.41	2.15	14.33	12.88	991	64.4	11.15
07/10/2011 13:50	294.1	15.11	2.12	14.98	13.4	992	63.2	11.1
07/10/2011 14:00	298	14.98	2.12	14.86	13.53	991	63.29	11.01
07/10/2011 14:10	296.5	15.61	2.34	15.38	13.61	991	62.76	11.03
07/10/2011 14:30	298	15	2.07	14.81	12.98	992	61.21	11.11
07/10/2011 14:40	298.9	14.4	1.88	14.35	13.21	992	58.17	11.22
07/10/2011 14:50	299.5	13.88	1.77	13.74	12.45	993	56.15	11.22
07/10/2011 15:00	300.5	13.01	1.65	12.73	11.25	993	55.76	11.13
07/10/2011 15:10	299.8	12.77	1.49	12.67	11.38	993	54.64	11.19
07/10/2011 15:20	300.6	13.34	1.68	13.13	11.65	993	54.16	11.02
07/10/2011 15:30	300	12.93	2.06	12.82	11.32	993	54.05	10.9
07/10/2011 15:40	299.5	12.14	1.62	12.03	10.13	993	52.1	10.91
07/10/2011 15:50	296.2	12.65	1.95	12.52	10.91	992	52.3	10.84
07/10/2011 16:00	298	13.02	1.56	12.82	11.19	992	51.73	10.84
07/10/2011 16:10	300.4	12.95	1.39	12.77	11.05	992	51.56	10.73
07/10/2011 16:20	300.7	12.45	1.61	12.16	10.76	992	51.34	10.55
07/10/2011 16:30	301.2	12.01	1.46	11.77	10.25	992	51.09	10.19
07/10/2011 16:40	302.6	11.75	1.45	11.52	9.96	991	51.41	9.97
07/10/2011 16:50	302.9	11.43	1.25	11.22	9.9	991	51.31	10.01
07/10/2011 17:00	301.4	10.59	1.18	10.42	8.9	992	52.3	10.04
07/10/2011 17:10	300.8	10.72	1.24	10.56	9.1	992	52.16	10.12
07/10/2011 17:20	303.6	10.7	1.15	10.49	9.14	992	52.16	10.18
07/10/2011 17:30	303.2	11.12	1.3	10.92	9.3	992	53.96	10.29
07/10/2011 17:40	302.6	11.01	1.16	10.67	8.86	992	54.61	10.39
07/10/2011 17:50	303.9	10.81	1.3	10.45	8.88	992	54.06	10.54
07/10/2011 18:00	302.8	10.84	1.29	10.55	8.98	991	53.89	10.39
07/10/2011 18:10	301.4	11.09	1.16	10.82	9.03	991	50.83	10.57
07/10/2011 18:20	301.5	10.15	1.14	9.89	8.37	992	50.87	10.67
07/10/2011 18:30	298.7	9.73	1.24	9.44	7.73	992	51.71	10.73
07/10/2011 18:40	301.7	9.78	1.2	9.65	8.16	992	51.69	11.29
07/10/2011 18:50	303.8	9.94	1.2	9.72	8.47	992	50.76	11.52
07/10/2011 19:00	308.3	9.77	1.26	9.55	8.08	992	50.56	11.31
07/10/2011 19:10	305.4	9.23	1.14	8.94	7.39	992	51.91	11.59
07/10/2011 19:20	304.5	9.66	1.3	9.34	8.44	992	52.79	11.37
07/10/2011 19:30	305.3	9.52	1.17	9.39	8.42	992	53.47	10.9
07/10/2011 19:40	303.3	9.44	1.28	9.2	7.56	992	53.98	11.29
07/10/2011 19:50	302.7	9.27	1.29	9.01	7.5	992	54.37	11.17
07/10/2011 20:00	304.1	9.06	1.29	8.83	7.63	992	54.11	10.98
07/10/2011 20:10	304	9.61	1.08	9.43	8.12	993	53.73	10.98
07/10/2011 20:20	301.4	9.72	0.98	9.56	8.14	993	53.69	11.23
07/10/2011 20:30	303.1	8	1.46	7.77	6.59	994	53.42	11.03
07/10/2011 20:40	304	8.52	1.13	8.32	7.35	994	54.32	10.76
07/10/2011 20:50	301	8.08	1.04	7.88	6.8	994	55.29	10.52
07/10/2011 21:00	300.6	7.53	0.98	7.35	6.17	994	55.79	10.52
07/10/2011 21:10	296	8.51	1.08	8.26	6.8	995	56.63	10.21
07/10/2011 21:20	300.7	9.09	1.25	8.94	7.36	995	57.69	10.63
07/10/2011 21:30	302.1	9.61	1.29	9.32	7.53	995	58.21	10.55
07/10/2011 21:40	304.5	9.62	0.87	9.4	8.3	995	58.57	10.41
07/10/2011 21:50	304	9.41	1.19	9.13	7.27	994	59.04	9.91
07/10/2011 22:00	306	9.98	0.87	9.7	7.88	995	58.67	10.32
07/10/2011 22:10	303.4	10.01	0.81	9.76	8.29	995	58.89	10.56
07/10/2011 22:20	305.7	10.01	0.74	9.7	7.84	995	61.22	10.25
07/10/2011 22:30	304.1	9.75	0.8	9.51	7.75	995	62.45	9.96
07/10/2011 22:40	301.7	9.33	1.07	9.1	7.44	996	62.83	10.02
07/10/2011 22:50	297.4	10.07	1.15	9.84	8.02	996	63.8	10.19
07/10/2011 23:00	297.7	9.77	1.13	9.48	7.98	996	64.2	10.02
07/10/2011 23:10	300.1	9.46	1.11	9.17	7.43	996	64.29	9.37
07/10/2011 23:20	299.6	9.13	0.99	8.9	7.48	996	64.52	9.6
07/10/2011 23:30	299.8	8.8	0.88	8.62	7.39	996	65.32	9.1
07/10/2011 23:40	298.3	8.11	0.94	8	6.32	996	66.22	8.94
07/10/2011 23:50	295.2	7.83	0.87	7.57	6.44	997	66.37	9.09
08/10/2011 00:00	295.4	8.51	1.2	8.21	6.34	997	66.57	9.34
08/10/2011 00:10	298.9	9.17	1.23	8.96	7.22	997	66.81	9.34
08/10/2011 00:20	301.1	9.94	1.1	9.68	8.12	997	68.41	9.43
08/10/2011 00:30	303.2	8.72	0.99	8.55	7.11	996	69.86	9.41
08/10/2011 00:40	303.4	7.62	0.75	7.46	6.17	995	70.7	9.77
08/10/2011 00:50	307.5	8.15	0.86	7.91	6.34	995	71.99	10.08
08/10/2011 01:00	301.9	8.11	0.73	7.91	6.47	995	74.26	9.81
08/10/2011 01:10	303.3	8.83	0.69	8.59	6.84	995	75.3	9.46
08/10/2011 01:20	299.9	8.45	1.04	8.17	6.49	995	75.63	9.51
08/10/2011 01:30	304.7	8.36	0.88	8.08	6.22	996	75.52	9.4
08/10/2011 01:40	303.1	8.74	0.7	8.51	6.91	996	75.99	9.28
08/10/2011 01:50	303.7	8.25	0.7	7.92	6.19	996	75.43	9.49
08/10/2011 02:00	305.6	7.9	0.83	7.66	6.19	996	74.83	9.27
08/10/2011 02:10	308.2	8.2	0.99	7.93	6.07	996	74.25	8.99
08/10/2011 02:20	308.9	9.11	0.85	8.87	6.69	996	75.26	8.74
08/10/2011 02:30	310.1	8.29	0.77	8	6.25	996	77.08	8.77
08/10/2011 02:40	307.2	6.87	1.29	6.53	5.22	996	79.04	8.63
08/10/2011 02:50	306.7	8.31	1.27	8.13	6.95	996	81	8.41
08/10/2011 03:00	304.7	8.32	1.2	8.15	7.08	996	81.4	8.32
08/10/2011 03:10	303.7	9.15	1.05	8.8	7.21	997	81.5	9.09
08/10/2011 03:20	305	9.03	0.88	8.79	7.16	997	81.4	9.53
08/10/2011 03:30	302.1	9.42	1.02	9.16	7.47	997	81.2	9.7
08/10/2011 03:40	299.3	9.55	0.78	9.29	7.17	996	81.4	9.39
08/10/2011 03:50	303	10.01	0.77	9.62	7.79	996	82.5	8.72
08/10/2011 04:00	304.4	9.29	0.85	9.05	7.93	996	82.2	8.46
08/10/2011 04:10	306.9	9.77	1.06	9.35	7.51	997	82.3	8.44
08/10/2011 04:20	303.8	9.62	1.53	9.32	7.76	998	83.1	8.41
08/10/2011 04:30	307.4	9.67	1.01	9.4	7.32	997	84.7	8.59
08/10/2011 04:40	313.1	9.97	0.9	9.76	8	998	85.8	8.54
08/10/2011 04:50	316.3	10.95	1.41	10.73	9.01	997	86.1	8.53
08/10/2011 05:00	314.1	9.95	1.3	9.68	8.12	997	86.6	8.5
08/10/2011 05:10	305.3	10.31	0.87	10.03	8.65	996	86.8	8.58
08/10/2011 05:20	301.9	10.06	0.94	9.83	8.17	996	86.2	8.67
08/10/2011 05:30	303.7	8.3	1.02	8.03	6.79	996	85.7	8.66
08/10/2011 05:40	300.7	7.42	1.03	7.26	5.87	996	86.8	8.23
08/10/2011 05:50	300.4	7.04	0.79	6.91	5.84	996	88.3	8.05
08/10/2011 06:20	296.8	7.2	0.94	7.07	6.26	996	88.7	7.805
08/10/2011 06:30	299.1	7.56	0.97	7.4	6.21	996	88	7.727
08/10/2011 07:00	301.6	9.11	1.41	8.89	7.78	996	88.5	7.557
08/10/2011 07:10	303.5	7.41	1.05	7.28	6.12	996	89	7.539
08/10/2011 11:00	308.3	9.93	1.4	9.78	8.55	996	88.5	7.645
08/10/2011 11:10	308.5	10.42	1.04	10.28	8.87	997	88.7	7.618
08/10/2011 11:20	324.2	9.53	1.42	9.38	8.59	997	88.2	7.463
08/10/2011 11:30	316.4	8.47	0.99	8.42	7.89	997	87	7.672
08/10/2011 11:40	303.7	8.72	1.55	8.76	8.09	997	86.7	7.95
08/10/2011 11:50	305.1	10.32	1.11	10.17	9.28	997	86.3	7.843
08/10/2011 12:00	307.1	9.71	1.33	9.58	9.04	996	86.6	7.739
08/10/2011 12:10	307.6	10.15	1.2	10.05	9.62	996	86.6	7.688
08/10/2011 12:20	311.9	9.77	0.98	9.66	8.75	995	86.8	7.71
08/10/2011 12:30	307.6	10.42	1.05	10.44	9.85	995	86	7.822
08/10/2011 12:40	305.5	10.89	1.14	10.8	9.77	995	86.8	7.973
08/10/2011 12:50	306.3	9	1.76	8.89	8.03	994	87.4	8.37
08/10/2011 13:00	310.8	8.81	1.31	8.76	8.27	993	87.9	8.67
08/10/2011 13:10	312.1	10.16	0.95	10.07	8.98	993	87.5	8.85
08/10/2011 13:20	316.6	8.44	1.15	8.37	7.35	994	87.2	9.13
08/10/2011 13:30	319.4	9.75	1.15	9.67	8.5	995	86.7	9.48
08/10/2011 13:40	316.9	8.44	1.04	8.37	7.75	996	86.6	9.83
08/10/2011 13:50	315.7	8.04	0.96	7.91	7.12	996	85.2	10.09
08/10/2011 14:00	320.5	9.06	0.93	8.91	7.77	996	84.6	10.33
08/10/2011 15:50	316.6	8.48	1.11	8.23	6.82	996	83.4	10.59
08/10/2011 16:00	318	8.59	0.75	8.37	7	995	82.9	10.86
08/10/2011 20:10	29.37	3.19	0.7	2.88	1.69	996	82.1	10.96
08/10/2011 21:20	357.6	3.69	0.31	3.55	2.72	995	81.7	11.05
08/10/2011 21:30	337.5	3.4	0.32	3.25	2.6	995	80.1	11.48
08/10/2011 21:40	336.7	3.37	0.38	3.19	2.67	996	80.1	11.61
08/10/2011 21:50	335.1	3.82	0.14	3.7	3.08	996	78.44	11.6
08/10/2011 22:00	339	4.32	0.22	4.18	3.26	995	76.65	11.62
08/10/2011 22:10	347.4	4.04	0.2	3.87	3.12	995	77	11.66
08/10/2011 22:20	346.2	3.9	0.11	3.73	2.95	994	76.11	11.78
08/10/2011 22:30	344.8	3.62	0.16	3.48	2.35	994	76.52	11.99
08/10/2011 22:40	336.9	3.82	0.19	3.8	2.47	994	75.81	12.16
08/10/2011 22:50	341	4	0.12	3.92	3.27	994	77.28	12.21
08/10/2011 23:00	356.3	3.7	0.18	3.58	2.61	993	76.2	12.5
08/10/2011 23:10	10.2	3.67	0.11	3.51	2.85	992	76.52	12.78
08/10/2011 23:20	12	3.71	0.16	3.57	2.99	992	77.83	12.88
08/10/2011 23:30	8.5	4.4	0.27	4.18	3.3	993	76.57	13.04
08/10/2011 23:40	9	4.1	0.14	3.97	3.23	994	76.22	13.22
08/10/2011 23:50	4.4	3.39	0.27	3.27	2.96	995	74.81	13.42
09/10/2011 00:00	9.5	3.36	0.2	3.21	2.66	994	74.3	13.64
09/10/2011 00:10	6.4	3.33	0.29	3.18	2.51	995	74.59	13.78
09/10/2011 00:20	355.6	2.61	0.33	2.49	2.03	994	73.44	13.92
09/10/2011 00:30	13.5	2.19	0.13	2.05	1.47	994	72.88	14.03
09/10/2011 00:40	17.6	2.17	0.22	2.05	1.47	993	72.71	14.31
09/10/2011 00:50	43.1	2.03	0.12	2.03	1.54	994	72.67	14.49
09/10/2011 01:00	64.99	1.71	0.2	1.64	1.72	993	70.05	14.63
09/10/2011 01:10	40.17	1.98	0.13	2.05	2.21	994	67.05	14.77
09/10/2011 01:20	52.78	2.43	0.27	2.38	2.03	994	63.93	14.88
09/10/2011 01:30	74.22	2.93	0.18	2.94	2.3	993	63.46	14.91
09/10/2011 01:40	71.19	2.99	0.13	3.05	2.62	993	62.77	14.93
09/10/2011 01:50	75.64	3	0.12	2.95	2.01	994	61.49	14.95
09/10/2011 02:00	80.62	3.03	0.08	2.93	2.42	994	60.03	14.91
09/10/2011 02:10	82.28	3.13	0.09	3.07	2.3	995	60.72	14.98
09/10/2011 03:50	143.8	3.19	0.51	3.46	4.04	995	59.18	15
09/10/2011 04:00	151.7	3.08	0.47	3.18	4.29	995	56.82	15.14
09/10/2011 04:10	144	4.05	0.49	4.21	4.93	995	55.03	15.2
09/10/2011 05:30	140.4	8.48	0.62	8.63	7.73	995	54.34	15.41
09/10/2011 05:40	142.8	8.27	0.68	8.3	7.63	995	55.38	15.54
09/10/2011 05:50	146.3	7.66	1.13	7.79	6.87	995	53.92	15.65
09/10/2011 06:00	153.4	6.27	1.06	6.34	6.04	996	49.06	15.61
09/10/2011 06:10	157.3	6.36	1.04	6.55	7.03	996	48.63	15.44
09/10/2011 06:20	156.9	6.26	1.18	6.4	7.03	995	59.09	15.19
09/10/2011 06:30	153.7	7.11	1.37	7.33	7.6	995	86.2	14.94
09/10/2011 06:40	153.7	7.84	1.28	7.99	7.65	995	89.4	14.71
09/10/2011 06:50	151.3	8.37	1.14	8.41	7.44	995	90.2	14.52
09/10/2011 07:00	150.6	7.83	1.31	7.74	6.86	995	89.2	14.19
09/10/2011 07:10	150.3	7.51	1.1	7.52	6.43	995	89.1	13.81
09/10/2011 07:20	152.4	8.23	1.48	8.23	7.47	995	88.3	13.57
09/10/2011 07:30	152.5	8.73	1.28	8.81	8.16	995	89.6	13.2
09/10/2011 07:40	150.4	8.81	1.24	8.72	7.78	995	89.9	13.01
09/10/2011 07:50	151	8.6	1.24	8.58	7.18	995	90	12.85
09/10/2011 08:00	152.3	8.57	1.27	8.69	8.02	995	90.2	12.53
09/10/2011 08:10	152.1	8.41	1.39	8.43	7.58	995	90.8	12.42
09/10/2011 08:20	150	9.15	1.57	9.1	7.8	995	91.1	12.31
09/10/2011 08:30	148.8	9.14	1.29	9.13	7.63	995	92.4	12.2
09/10/2011 08:40	148.4	8.76	1.4	8.64	7.47	994	92.4	12.2
09/10/2011 08:50	148.7	8.52	1.44	8.48	7.56	994	92.2	12.24
09/10/2011 09:00	147.3	8.42	1.6	8.56	7.37	994	92.9	12.22
09/10/2011 09:10	151.1	8.07	1.42	8.2	7.35	993	92.7	12.11
09/10/2011 09:20	150.8	8.71	1.38	8.7	7.39	992	92.5	12.27
09/10/2011 09:30	149.5	8.46	1.22	8.53	7.82	992	93.4	12.27
09/10/2011 09:40	149.1	8.47	1.37	8.49	7.22	993	92.9	12.29
09/10/2011 09:50	143.9	9.26	1.48	9.25	7.82	994	93.2	12.37
09/10/2011 10:00	144.8	8.95	1.48	8.78	7.26	994	93	12.1
09/10/2011 15:50	170.1	13.66	1.72	13.29	10.8	994	92.8	11.8
09/10/2011 16:00	172	14.55	1.59	14.05	10.96	993	92.7	11.59
09/10/2011 16:10	172.8	14.14	1.77	13.53	10.88	993	92.8	11.56
09/10/2011 16:20	174	15.06	1.74	14.22	11.55	993	92.9	11.73
09/10/2011 16:30	174.8	15.63	2	14.77	11.51	992	92.7	11.95
09/10/2011 16:40	174.6	15.88	1.51	15.08	11.08	992	93	11.86
09/10/2011 16:50	175.5	16.2	1.57	15.2	11.92	992	93.2	12.18
09/10/2011 17:00	177.7	15.36	1.5	14.06	11.07	993	93.1	12.21
09/10/2011 17:10	178.2	15.07	1.63	13.77	11.18	993	93	12.05
09/10/2011 17:20	178	14.46	1.5	13.14	10.69	994	93.4	11.92
09/10/2011 17:30	179	14.85	1.61	13.52	11.18	994	93.6	11.77
09/10/2011 17:40	180.7	14.51	1.58	12.78	10.92	993	93.7	11.91
09/10/2011 17:50	180.8	14.53	1.69	12.74	10.97	994	94	11.8
09/10/2011 18:00	181.3	14.89	1.42	12.84	10.78	994	94.1	11.61
09/10/2011 18:10	181.4	14.49	1.49	12.67	10.57	994	94.5	11.47
09/10/2011 18:20	182.9	14.06	1.35	11.93	10.71	995	95	11.44
09/10/2011 18:30	182.7	13.51	1.38	11.55	10.08	995	95.8	11.52
09/10/2011 18:40	183.2	12.8	1.21	10.82	9.52	995	96.3	11.71
09/10/2011 18:50	183.5	13.24	1.29	11.35	9.95	994	97	11.74
09/10/2011 19:00	184	12.7	1.22	10.77	9.71	995	97.4	11.67
09/10/2011 19:10	185	11.25	1.29	9.37	8.66	996	97.8	11.44
09/10/2011 19:20	186.7	11.05	1.4	9.17	8.17	996	98.2	11.31
09/10/2011 19:30	186.4	10.58	1.31	8.98	8.07	995	98.4	11.08
09/10/2011 19:40	185.4	11	1.2	9.34	8.86	996	98.6	10.96
09/10/2011 19:50	184.8	10.98	1.22	9.33	8.85	995	98.7	10.95
09/10/2011 20:00	186.8	10.54	1.05	8.89	8.45	996	98.8	11.01
09/10/2011 20:10	186.5	10.92	1.07	9.15	8.64	996	98.8	11.17
09/10/2011 20:20	189.1	10.22	1.23	8.47	8.2	997	98.9	11.06
09/10/2011 20:30	190.3	9.56	1.16	7.73	7.34	997	98.9	10.77
09/10/2011 20:40	189.2	9.31	1.04	7.59	6.98	998	99	10.83
09/10/2011 20:50	191.1	9.35	1.23	7.51	6.8	998	99.1	10.76
09/10/2011 21:00	193.2	9.52	1.02	7.54	6.99	998	99.1	10.8
09/10/2011 21:10	194.5	10.14	1.38	8.05	7.18	997	99.1	10.76
09/10/2011 21:20	197.1	9.9	0.81	7.77	6.74	998	99.1	10.72
09/10/2011 21:30	197.1	10.38	0.85	8.09	7.31	998	99.2	10.78
09/10/2011 21:40	199	10.49	0.62	8.08	7.72	999	99.2	10.71
09/10/2011 21:50	198	10.33	0.62	8.01	7.6	999	99.2	10.7
09/10/2011 22:00	197.5	10.35	0.71	7.98	7.47	999	99.2	10.87
09/10/2011 22:10	195.5	10.44	0.67	8.11	7.15	999	99.3	10.83
09/10/2011 22:20	198.4	10.37	0.7	8.14	7.52	1000	99.3	10.95
09/10/2011 22:30	199.7	10.14	0.71	7.97	7.43	1000	99.3	11.01
09/10/2011 22:40	199.3	9.91	0.68	7.74	7.16	1000	99.3	11.04
09/10/2011 22:50	202.8	9.9	0.68	7.87	7.04	999	99.3	11.03
09/10/2011 23:00	206	9.82	0.62	8.51	6.62	998	99.3	11.21
19/10/2011 09:50	202.2	13.2	1.15	10.65	9.37	997	99.3	11.29
19/10/2011 10:00	203	12.76	1.23	10.62	9.11	997	99.3	11.3
19/10/2011 10:10	206.9	12.3	1.39	10.83	9.2	998	99.3	11.39
19/10/2011 10:30	208.4	12.91	1.31	11.47	9.21	998	99.4	11.39
19/10/2011 10:50	207.1	12.43	1.29	10.87	8.99	999	99.4	11.29
19/10/2011 11:00	210	12.38	1.2	11.25	9.05	999	99.4	11.43
23/10/2011 07:00	178.8	8.14	0.87	7.65	6.44	999	99.4	11.45
23/10/2011 07:10	181.6	8.22	0.81	7.64	6.84	999	99.4	11.23
23/10/2011 07:20	175.1	8.28	0.6	7.96	6.1	999	99.4	11.12
23/10/2011 07:30	176.5	7.67	0.81	7.05	5.17	1000	99.5	11.21
23/10/2011 07:40	175.5	6.82	0.53	6.36	4.88	999	99.4	11.12
23/10/2011 07:50	175.9	7.15	0.51	6.71	5.12	998	99.5	11.33
23/10/2011 08:00	178.7	7.13	0.64	6.49	4.72	998	99.5	11.48
23/10/2011 08:10	180.3	6.7	0.65	6.07	4.91	998	99.5	11.23
27/10/2011 01:40	140	10.37	1.27	10.09	8.14	998	99.5	11.24
27/10/2011 08:20	140.1	12.48	1.44	12.37	10.49	997	99.5	11.48
27/10/2011 08:30	140.5	11.79	1.25	11.67	10.18	997	99.5	11.57
27/10/2011 08:40	145	11.07	1.95	11.08	9.34	997	99.5	11.85
27/10/2011 08:50	146.1	10.62	1.61	10.64	9.81	998	99.5	11.99
27/10/2011 09:00	144.2	10.33	1.67	10.29	8.65	997	99.5	12.07
27/10/2011 09:10	146.8	9.54	1.83	9.51	8.85	997	99.5	12.1
27/10/2011 09:20	146.1	9.86	1.47	9.87	8.53	996	99.5	11.97
27/10/2011 09:30	144.1	9.79	1.63	9.77	8.2	996	99.5	12
27/10/2011 09:40	144.4	9.42	1.53	9.37	8.02	997	99.5	12.08
27/10/2011 09:50	144.1	9.2	1.61	8.99	7.45	997	99.5	12.17
27/10/2011 11:10	164.7	7.88	1.64	7.64	6.87	997	99.5	12.43
27/10/2011 11:20	167.6	8.5	1.33	8.16	6.99	997	99.5	12.84
27/10/2011 11:30	166	6.95	1.32	6.72	5.79	997	99.5	13.13
27/10/2011 11:40	165.8	7.55	1.47	7.2	6.47	997	99.5	13.4
27/10/2011 11:50	170.6	7.93	1.11	7.52	6.19	997	99.5	13.57
27/10/2011 12:00	168.5	8.33	1.16	8.04	7.12	997	99.5	13.65
27/10/2011 12:10	175.3	9.87	0.95	9.39	7.75	996	99.5	13.88
27/10/2011 12:20	174.7	9.22	1.03	8.74	6.49	996	99.5	14.15
27/10/2011 12:30	175.3	9.17	1.02	8.71	6.75	996	99.5	14.35
27/10/2011 12:40	174.8	9.43	0.77	8.99	6.75	996	99.5	14.55
27/10/2011 12:50	176.2	8.73	0.69	8.25	6.41	996	99.5	14.69
27/10/2011 13:00	176.3	8.41	0.86	7.95	5.87	996	99.4	14.96
27/10/2011 13:10	172.9	8.09	0.74	7.86	6.18	996	99.3	15
27/10/2011 13:20	173	7.63	0.8	7.29	6.24	997	99.3	15.16
27/10/2011 13:30	173.5	7.8	0.85	7.38	5.88	997	98.8	15.24
27/10/2011 13:40	174.7	8.78	0.84	8.38	6.72	998	98.4	15.22
27/10/2011 13:50	176.3	10.46	0.83	10.01	8.59	997	96.8	15.32
27/10/2011 14:00	179	9.6	0.74	8.88	7.6	997	93.2	15.51
27/10/2011 14:10	178.2	9.24	0.85	8.56	7.59	997	89.4	15.77
27/10/2011 14:20	184.3	7.62	1.32	6.59	6.18	997	87.9	15.88
27/10/2011 14:50	191	8.57	1.14	7.02	6.46	997	87.9	15.88
27/10/2011 15:00	187	8.54	1.24	7.2	6.41	998	86.1	15.96
27/10/2011 15:10	182.9	9.48	1.19	8.24	7.52	997	83.8	16.01
27/10/2011 15:20	183.5	9.27	1.06	8.04	7.41	997	82.6	15.87
27/10/2011 15:30	180.8	9.43	0.87	8.48	7.39	997	81.7	15.9
27/10/2011 15:40	182.6	9.25	1.21	8.22	7.68	996	80.7	15.87
27/10/2011 15:50	184.8	8.99	1.22	7.82	7.08	996	79.57	15.81
27/10/2011 16:00	183.9	9.15	1.04	7.97	7.41	996	77.64	15.9
27/10/2011 16:20	182.9	9.19	1.09	8.27	7.58	996	77.33	16
27/10/2011 17:10	175	8.18	0.94	7.62	5.38	995	76.34	16.08
27/10/2011 17:20	176.9	7.18	0.9	6.69	5.11	995	74.63	15.97
27/10/2011 17:30	173.7	8.9	0.65	8.59	6.08	994	74.37	16.03
27/10/2011 18:10	173.8	7.67	0.81	7.2	5.49	995	73.97	15.96
27/10/2011 18:20	170.5	6.72	1	6.4	5.75	994	74.15	15.88
27/10/2011 18:30	169.9	6.48	1.1	6.32	5.77	995	73.41	15.83
27/10/2011 18:40	174.4	7.48	1.23	7.04	5.41	995	73.3	15.9
27/10/2011 18:50	176	8.7	1.15	8.12	6.73	994	71.16	15.76
27/10/2011 19:00	180.5	10.15	1.16	9.17	8.23	994	69.81	15.72
27/10/2011 19:10	180.1	10.2	1.38	9.4	8	995	68.91	14.77
27/10/2011 19:20	181.2	8.77	1.39	7.79	6.84	995	67.63	14.64
27/10/2011 19:30	178	8.49	1.18	7.71	5.88	996	67.92	14.98
27/10/2011 19:40	178.6	9.4	1.18	8.61	6.48	996	67.25	15.31
27/10/2011 19:50	182.9	9.08	1.23	8.08	7.02	996	67.29	15.35
27/10/2011 20:00	183.4	7.43	1.21	6.58	5.46	996	66.58	15.23
27/10/2011 20:10	182.8	6.76	0.95	5.92	5.07	996	65.68	15.32
27/10/2011 21:10	184.3	7.31	0.93	6.36	6.03	996	64.96	15.33
27/10/2011 21:20	187.8	6.68	0.92	5.65	5.28	996	64.81	15.38
27/10/2011 21:30	186.1	7.25	0.81	6.23	5.96	997	63.09	15.35
27/10/2011 21:40	185.7	7.46	0.86	6.4	6.41	997	63.2	15.35
27/10/2011 21:50	188.5	7.18	0.73	5.9	5.87	997	62.72	15.33
28/10/2011 03:30	175.6	10.24	1.23	9.37	7.05	997	59.95	15.17
28/10/2011 04:10	171	12.21	1.22	11.72	8.97	997	62.08	15.19
28/10/2011 04:20	173.7	12.06	1.3	11.47	8.9	997	60.46	15.21
28/10/2011 04:30	171.3	11.98	1.37	11.49	8.54	997	62.08	15.08
28/10/2011 04:40	172.4	12	1.43	11.52	8.66	997	61.55	14.97
28/10/2011 04:50	173.8	11.69	1.36	10.87	7.65	996	62.89	14.87
28/10/2011 05:00	170.9	11.23	1.52	10.82	8.26	996	62.66	14.81
28/10/2011 05:20	171.7	12.93	1.33	12.6	10.28	995	59.43	14.76
28/10/2011 05:30	170.6	13.8	1.23	13.32	10.58	995	58.25	14.42
28/10/2011 05:40	170.2	13.98	1.09	13.54	11.44	995	56.46	14.45
28/10/2011 05:50	167.2	14.1	1	13.77	11.2	995	56.28	14.45
28/10/2011 06:00	168.3	14.52	1.03	14.24	12.28	995	53.86	14.33
28/10/2011 06:10	171.3	13.61	1.18	13.11	10.67	995	54.3	14.08
28/10/2011 06:20	168.2	11.61	1.12	11.17	9.56	995	56.89	14.03
28/10/2011 06:30	169.2	13.1	1.38	12.73	10.72	995	56.99	13.93
28/10/2011 06:40	169.5	13.41	1.12	13.03	11.19	995	57.22	13.85
28/10/2011 06:50	171.8	14.34	0.83	13.93	11.55	995	57.5	13.66
28/10/2011 07:00	169.8	12.97	1.29	12.58	10.31	996	57.07	13.59
28/10/2011 07:10	169.8	14.41	1.05	13.93	11.36	996	57.53	13.66
28/10/2011 07:50	160.6	10.45	1.49	10.3	9.07	996	58.17	13.56
28/10/2011 08:00	160.7	10.27	1.7	10.01	9.12	997	59.18	13.47
28/10/2011 08:10	161.8	10.32	1.65	10.05	8.83	997	59.51	13.39
28/10/2011 08:20	164.2	11.64	1.44	11.21	9.24	996	60.85	13.31
28/10/2011 08:30	165.7	11.88	1.34	11.45	9.4	996	61.65	13.37
28/10/2011 08:40	165.5	11.5	1.71	11.18	9.69	996	62.5	13.26
28/10/2011 08:50	168.1	11.91	1.44	11.65	9.97	997	63.06	13.23
28/10/2011 09:00	169.4	12.63	1.07	12.12	9.48	997	63.05	13.16
28/10/2011 09:10	166.8	11.84	1.35	11.6	9.46	997	63.42	13.02
28/10/2011 09:20	164.4	10.87	1.78	10.57	9.17	997	63.42	13.01
28/10/2011 09:30	157.6	8.08	1.48	8.14	8.31	997	63.57	13.03
28/10/2011 09:40	155	7.34	1.26	7.4	7.38	998	63.65	13
28/10/2011 09:50	151.9	8.27	1.29	8.27	7.68	997	63.85	13.04
28/10/2011 10:00	154.2	7.3	1.35	7.32	6.97	997	64.26	12.94
28/10/2011 10:10	151.7	7.71	1.38	7.66	7.37	997	65.53	12.79
